reviews,ratings
Lovely hotel good staff wished shuttle bus ran longer into the evening The resturant food was very good and afternoon tea. Rooms were comfortable wished the double bed had been bigger.pool area and gardens were excellent too,5
I have stayed in hotels all over the world and this one rates with the best. Bedroom very clean and really comfortable bed. Spa and pool facilities top notch. Staff very friendly and helpful. Breakfasts had everything you could wish for including gluten free bread. Reception staff were very helpful and assisted us greatly on our arrival and throughout our stay.,5
"Stayed for 12 days. Very relaxing, excellent spa, swimming pool and beauty salon. Food excellent, nothing too much trouble. WiFi good coverage. 15 mins to Ferry port, 10 to central St Helier. Free parking at hotel, local Coop Dept store and Waitrose Supermarket. Can reach anywhere on the island within 25 mins. Will return next year.",5
"Went here for a few days as a treat with my Husband, Sister and Brother in law.  This Hotel is so lovely. All the staff are friendly. The restaurant is priced  well considering the 4*s. The spa too is faultless. Temperature just right.  The rooms are clean. Free safe and tea making facilities.  A 15 min walk to the main town. I could have stayed there all week. The food is good. The only thing I might say wasn't so good , was having a room directly in front of the lifts. Luckily I had my ear plugs because you could here the ding dong of the doors opening,  but I wasn't going to give it less than 5 stars because of that. Will definitely go back. ",5
The room is exceptional. The food is exceptional. The staff are exceptional. The hotel is exceptional full stop. Anyone who can moan about this place doesn't know what luxury is. Definitely best hotel on the island. If i could give it more than a 5 rating I would...,5
"The hotel is a little out of town, about 25 minutes walk from St Helier centre. The courtesy bus into town is useful but infrequent and doesn't pick up returns. Taxis cost around £6 per trip. Great breakfast selection, beautiful spa/pool area. Rooms are small but very clean and well serviced. Windows are small, restricting the view, no balconies which was disappointing. Restaurant has a menu which is the same every day, lunch and dinner so can be rather monotonous. The on-site Saffron Indian restaurant is incredibly expensive. The gym is well equipped, but hotel residents are not allowed to use much of the equipment which is for gym members only. There is no evening entertainment or facilities so most people tend to go into St Helier for the evening. It is a beautiful hotel and…",4
Had a wonderful weekend away in jersey to celebrate our 10 year anniversary. Hotel de France were very accommodating with very helpful staff. We had a little gift package in our room from the hotel (in photos) to help us celebrate. The spa facilities were very relaxing. ,5
"Location at the back of town . A short 15 minuet walk to the center of town. Facilities are good , staff very helpful  Our room was nice but had no air con not great when the temperature is 25c + The sun terrace and breakfast almost made up for that.",4
"I was in a party of 3 couples visiting Jersey for a long weekend. After reading reviews of this hotel, we decided to stay here and we were not disappointed. We had 3 adjacent rooms on the fifth floor which had good views over the town and out to sea. The rooms are well appointed and very comfortable. Plenty of storage and a good sized comfortable bed. The en-suite bathroom was also a good size and well equipped. The included breakfast was extremely good and the waiting staff were all very helpful. Easy access to town and beyond with good parking facilities tops off this excellent hotel. Highly recommended.",5
"Excellent breakfast, very friendly and helpful staff, very large room which was decorated beautifully. The spa and pools were amazing.  Catered brilliantly for children. Big bonus was the free parking and even in the height of summer we did not struggle to get a space. The only criticism and it is an extremely small one was the lack of fridge in the room though I dare say that if I had of asked then one would have been provided.  The restaurants were excellent quality, again catering for children and were reasonably priced.",5
Excellent stay. Hotel staff welcoming and informative. Our room was on the corner which had a double aspect over the town. Impressed with the room and decor. Amenities wer excellent too.thanks very much,5
"A great hotel with friendly staff and fantastic amenities. It's a short walk from the town centre, where they are plenty of shops and bars. Would highly recommend this hotel and will definitely be back.                                                                                   ",4
"I have stayed at the Hotel de France many times and always leave feeling totally relaxed - the reception team was helpful and friendly, our room was spacious and comfortable, we loved spending time in the spa before breakfast and give full marks to the breakfast team who were incredibly busy but kept cool, calm and collected.",5
"The good bits; Hotel pools and health suite area is absolutely fantastic and definitely the best I have ever been to.  Location is convenient as is parking on site.  The only thing that really let down my stay was the fact that the bath was slightly damaged (room 412) and a botched repair had been carried out. Also I was surprised that there was no mini fridge in the room, although staff were helpful in providing ice buckets to cool the champagne.  I certainly would stay again and the issues were only minor but they are the reason that I can't give it a full five",4
"Truly magnificent hotel, from the moment you walk in to reception, greeted extremely well. All questions were answered professionally. The room was clean, bright, with all amenities at hand. Spa is to be experienced personally, best one on the island for me. Dinner food was superb and great value, the staff couldn't do enough for you, was great to see a waitress without a device, pen and paper being used to take our order. Refreshing to see and experience, great memory. Fantastic atmosphere, and cocktails to finish of the evening. Buffet style breakfast, one I'm always not convinced of, the standard and selection of food was more than I could have imagined. 1010",5
"Lovely, well equipped room in new part of hotel. Opted for the taster menu in Saffrons which was delicious with great accompanying wines. Breakfast was delicious; everything from fruit, yogurt, juices thru to items cooked to order. The pool facilities were excellent, and the outdoor restaurant was great for lunch.",5
"A little way out of St Helier itself, but a nice hotel with a fabulous restaurant and good spa facilities.  Wonderfully equipped and well styled rooms. Breakfast a little disappointing, and pricey given its location out of town",4
"On arrival at the hotel we were greeted with warm and welcoming staff, nothing was too much trouble  We were shown to our fabulous room which was very comfortable, spacious and extremely well designed the bathroom was huge and luxurious too Meals in the Garden Terrace were very good value for money and tasty. The staff are very friendly but professional All in all a great place too stay ",5
You couldn't better the hotel the rooms & public areas were spotless. The reception staff were lovely & made us feel very welcome as soon as we walked In. The pool area was very good plus it was very nice having sun loungers in the garden,5
"From the moment that you check in, you are made to feel special, the staff are friendly, efficient, the room we stayed in was spacious, this was our 5th visit in the past 2 years, hopefully we'll be visiting again in the very near future ",5
"My wife and I spent four nights at this super hotel. We were in Jersey on business but stayed on at the hotel to take advantage of all it had to offer. Where to start with our praise? The staff were friendly and extremely helpful; our room was clean, well appointed and serviced; the food was good; the Spa and pool were wonderful. My only complaint - and not the hotel's fault - was the number of guests who thought it acceptable to use their mobile phones at the tops of their voices in all the public rooms!",5
"Hotel was ok, but we ha adjoining room which mean we heard everything our neighbours were saying; including the banging frequently of their wardrobe door. However, there was one thing t breakfast which was quite annoying and irritating, one young woman who was a waitress called Nicola would lay the cutlery each morning. As he laid them she would lick her fingers as she touched each serviette/napkin as well as the cutlery. This is quite deplorable. In addition her hair was constantly hanging in the way as she removed our plates. I think this level of poor hygiene is not acceptable for such a fine hotel.  Apart from this moan our stay was nice especially using the spa. Spa was excellent!! There was some young boys under 16, in there after 6:30 pm which I understand is against the…",3
"As our trip was short notice we could'nt get into our usual 5* hotel that we stay in and I read the reviews on tripadvisor and thought it sounded ok....OMG from the moment we checked into our room we realised what a massive mistake that we had made, we had a very old room an Executive Suite well all the furniture needed to be put on a bonfire and it was a very hot day and the air-con in our room did'nt work. We managed to move into a Spa Room well that was just as bad, the service in the Hotel was dreadful when you order ANYTHING you have to wait a very very long time to get anything.  So with all the stress of having to stay in this hotel as all hotels on the Island were fully booked , we thought we would get a Spa treatment as this was suppose to be a good Spa ? OMG it was the…",2
We used the Hotel de France in St Helier when in Jersey celebrating our sons wedding. We checked in on a very hot day and found the room to be uncomfortably hot! When we complained the staff could not do enough for us. They upgraded us to a larger cooler suite! On the morning of the wedding we had two potential disasters! Our grandson banged his head in the swimming pool and was left with a slight gash which bled a lot! Once again the staff calmly assisted us by running my grandson and his dad to the hospital and then returning them in plenty of time for the wedding. It was then my daughters dress zip broke making it unwearable! We asked for help and once again they assisted us by providing a seamstress to sow my daughter into her dress. In fact all through the week we stayed at…,5
"The spa is top and also the fantastic and plentiful breakfast buffet. The hotel area is very apppealing. The rooms are a bit small but nice. The people at the front desk are very polite and friendly, but the service at the lounge and in the restaurant was not particulary good. The staff is partially pretty inattentive and overwhelmed. The food in the resataurant could be better. ",4
"Little to say except that food, accommodation, facilities and staff - especially the staff, are of a very high standard It is out of the town but convenient. We felt at ease every minute. Try the cocktails - the guys are special.",5
Stayed for 5 nights in an spa room with balcony. Expensive but lovely room and spa very good although didn't have any treatments as they were very pricey!  The garden restaurant was lovely and steak definitely the best we ate in jersey. Good breakfast and generally great hotel. Bit of a walk to the town but there was a shuttle bus. Would definitely return and recommend ,5
"My partner brought me here for my birthday, as I used to travel to Jersey as a child with my family.  I always used to stay at the beach so this was my first time staying in the town of St Helier.  The hotel itself is lovely.  The room we had was huge with a Jacuzzi bath.  Bed was very comfortable.  Lots of choice for breakfast.  The spa and gym are of a very high standard.  There is an undercover car park for hotel guests, which was really useful as we hired a car.  I would definitely stay here again!",5
"Hotel de France is very good, but we had to move from standard room to junior suite for third night as hotel fully booked.   Junior suite (room 318) is not worth an extra £40 per night.  The junior suite bathroom had no flat surfaces to store items and the wardrobe was in the wrong place and difficult to access.   Standard room far better in both respects.",4
"You really need to be sure to get a good room, some are pretty tired.  The hotel staff are incredibly helpful and very friendly. Breakfast was very comprehensive and fresh and tasty. The afternoon tea in the terrace bar was delicious  Lovely spa too.",4
We really enjoyed our stay here for 2 nights. The pool and garden area is stunning with plenty of sunbeds available. Our room was clean and modern with all the facilities we needed. Breakfast was excellent and staff attentive at all times. It's a short walk to town but the free bus service to town is great and takes you to the bus station where you can go anywhere on the island for £2. We had a very enjoyable stay.,5
"Hotel good ,spa pool great room a biit pokey  for 100 pounds a night ,normally get a bigger bed in other hotels breakfast not up to pomme or dor or the Royal yacht but did the job. Poll was great  steam room and sauna.",3
"Lovely hotel, wonderful staff. Island is steeped in so much history with lots to see and do. Visits to the scenic and historical sites are a must. First week of August is Battle of Flowers week with amazing decorated floats ",5
"This is a lovely hotel to stay the standard room was very comfortable and clean, all linen was changed every day.  We happened to be there when the weather wasn`t too great part of the time and we were cold in the room, the windows were draughty which was not very good when you sitting around.  The breakfast was great, anything you could wish for but we did have one or two hiccups with the evening meal, forgetting a starter and some meat which was rather tough, which the staff sorted out.  The hotel is quite a way from the harbour but there is a shuttle bus every day down there but you have to make your own way back up the hill, walk, service bus or taxi.  We were so busy sight seeing that we didn`t have time to use the spa facilities etc. which apparently are great.",4
.everything about hotel was very average. Room as well as being noisy was quite small and husband and I had to keep moving out of each others way. Also if your not fit beware of the steep hill you have to climb from road to hotel entrance. ,3
"My brother myself and our wife,s visited this hotel on the 15th August for four days.  We were most impressed with the easy check in.  Our rooms which were on suite overlooked the gardens, the room was pleasant with tea/coffee making.  As the weather was very warm during our stay the air conditioning was most welcome.  The beds were very comfortable.  Taking all into consideration we enjoyed our stay.  All staff were friendly and very efficient. The free WiFi throughout the hotel was the best i have come across, with strong signal. The pool in the hotel was like a warm bath, fantastic",5
"Good hotel, Spa & breakfast (except salmon which is very fat...)  Location within 15 minutes walk from city center, but the hotel offres the possibility to drive you to the center by mini bus.  Staff very Nice & professionnal.  Prices à little too high I believe. ",4
Fantastic Hotel Comfortable and clean. Pool facilites exceptional. Breakfast and Saffron restaurant choice of foods first class. Bus shuttle service to town centre was useful bonus. Room decor first class.,5
Enjoyed a lovely garden view whilst enjoying a delicious afternoon tea.  The scones were wonderfully light texture and jersey cream to accompany them superb. Good selection of sandwiches & cakes. Would definitely recommend.,4
"We only stayed a few nights at the Hotel de France, but were charmed by its comfortable, friendly and refined atmosphere.  The breakfast buffet was plentiful and of good quality and the staff were always very friendly and attentive.  Our favourite place for a few drinks in the evening was the lovely terrace overlooking the garden.  We will definitely be back on our next visit.  ",5
Fantastic hotel. Most comfortable beds ever. Everything about the hotel was perfect. Couldn't fault it in any way. This was our first visit to Jersey and Would love to come back very soon. This hotel making all the more special.,5
"The room was very nice with a good view, and a very comfortable bed. The breakfast was a slight disappointment, being a buffet style, the full English, was not always hot or fresh enough, but nothing too drastic. We ate in the hotel most evenings and the menu and food was very good, no problem there. The outstanding feature of this hotel was the friendliness and attentiveness of the staff, couldn't have been better.",4
"great staff, facilities and spa is a must visit. over all stay - brilliant and I would stay here again in the future. The hotel is defo worth considering if looking for meeting rooms or private dinning areas for business use. Large hotel with great views over looking Jersey and stunning gardens. ",5
"I stayed in the executive suite, wonderful clean, bathroom we amazing. The staff throughout the whole hotel were wonderful and friendly, cant fault them they worked hard all of the time. Hotel was clean, the food in the hotel restaurant was of a top quality. !0 minutes from St. Helier town cnetre, bus stop outside if you want the bus, WiFi in the room, Tv was a little on the small side though we didnt go on hols to watch Tv a larger Tv would have been good. There is a bus laid on by the hotel to take people into town if walking is difficult. Guests have free access to the acqua spa, excellent swimming pool and gym, once again the staff were approachable and friendly. There was a mixture of guests in the hotel from familys to couples both old and young. TOP Hotel!",5
"Great hotel and staff, and superb pool area. You could spend all day in there. Breakfast v good. Hotel staff always helping. Spa treatments are must, but a bit pricey. All staff were very friendly and accommodating. ",5
"We came for a family wedding, and welcomed the advice given about getting to St Helier Parish Church in the maze of one-way streets.   Please look at the wardrobes in rooms such as 261:  I could not hang my knee length coat, nor several other items in the wardrobe.  I had to use  the back of a door, from which they slipped often.",5
"What can I say,perfect location,wonderful food,exceptional staff,breakfast the best start of the day after such a sound sleep on a superbly comfortable bed...now if I have to make a criticism would be the handle on the toilet cistern...stiff",5
Fabulous hotel rooms in desperate need of updating. Family room we normally have which are great but we found the double room small and old fashioned. The shower in the bath is also very dated. Hotel staff are very helpful .,3
"What makes this hotel is the staff, they were so friendly and couldn't do enough to help you.  Although the hotel is very dated in its decor it has huge amounts of character and is very clean everywhere.   The spa looks new and is really lovely, well worth making the time to go if you're staying at the hotel, although treatments are expensive. The drinks in the bar(s) are very expensive and the terrace bar area let itself down where tables weren't cleared away for hours, lack of staff attending to guests on the terrace and ashtrays over flowing. The staff in the Saffron Bar were very attentive and professional, something you don't see so often anymore. The hotel is a 15/20min walk from town and the hotel is at the top of a hill, something less nimble people might want to be…",3
"Great Hotel, the staff are what really make a hotel and the staff are 1st class, professional but also approachable. I stay at this hotel 4 to 5 times a year and have nothing but praise for the staff from reception to catering to the staff that take care of the rooms, nothing is to much trouble for the guests. ",5
"This was our third visit to the De France. The evening dining in the Orangery has now stopped. We ate three times at the Garden View. Twice it was dear but tasty and fresh but the third time our food was inedible. A waiter asked if all was ok and we said no. Nothing was done. We complained to the hotel reception and the money was refunded.   Our room was very small on arrival and we were moved the next day to a far better room (512), which had garden and sea views. The pool area and garden is beautiful.   We at last dined at the Saffron Lounge restaurant. Excellent food and service but pricey. The breakfast was ok. Good tea service etc and a lot of choice, however, there were no bread rolls and the smoked salmon and Parma ham was rather dried up.   The room cleaners were…",3
"Stay at Hotel De France from 1st to 8th August with my husband, we were celebrating our 25th wedding anniversary, having honeymoon in jersey back then too ( different hotel). We were not disappointed on returning, Jersey is a beautiful place, with lots to see and do. Hotel was first class. We had a front facing room which over looked the lovely gardens and terrace and had a lovely view over St Helier. Breakfast was really good, ran very efficiently. Staff were nice and friendly, always willing to help. Spa was lovely and relaxing and great to come back to after a busy day exploring Jersey. Would recommend Hotel de France, and will definitely be back.",5
Yet another comfortable and hassle free stay at the Hotel de France. My room at the back had air conditioning. Great for hot weather! Whilst they only had g/f rolls we have arranged a system so they can in g/f bread for me. Definitely going the extra mile :),5
Each member of the staff has contributed to our relax. The spa did also help when the sun was shy. Gorgeous breakfast and very silent room. The town center was very near on foot. On the island you never get bored. We were very sad to return back to London.,5
"The hotel is very impressive and once past the facade it continues to impress. The rooms are well furnished, spotlessly clean and spacious. Breakfast has a great choice, all continuously replenished and consistent high quality. The lunch and evening meals in the restaurant are good and reasonably priced. Being able to eat outside on the terraces is a bonus. The spa feels new as its so clean with acres of marble. The variety of hot, cold, massage and vernal pool also make this a high quality place to relax both inside or outside in the immaculately kept gardens. Parking is free and in front of the hotel. A short walk into St Helier too is max 15 mins so perfectly located too. No hesitation on recommending the hotel to anyone.",5
"The staff were brilliant. I dropped my glasses off the balcony (yep, stupid thing to do!) 2nd floor, within 10 minutes of checking in! The lovely staff retrieved my glasses, popped the lense back in and delivered them to our room. ",5
"We are local. My wife is a member of the superb fitness centre, which is expensive, but worth it. Being a member allows access to the hotel facilities, so we decided tonight that I would join her after her swim for dinner. The weather is rather nice at present.  I confess I do not know whether the restaurant is usually open to non residents, but I assume so. As the weather is so good they had a barbecue. Top of the menus was mackerel fillet with jersey royals for £14.95. I never have mackerel at home, so find it hard to pass up when I see it on the menu. The wife ordered steak and a side salad. After 35 minutes we asked where the food was. The waitress went to ask, and said that it was just being plated up and would be 20 seconds. A good five minutes later, the food arrived. We…",2
"It was our 5th anniversary and we couldn't choose a better place to stay, beautifull all around, the spa facilities really did the job and the massage was as they said, just amazing!! Would recommend to anyone!  Thank you",5
"Stayed in a spa bedroom.  Bedroom size was more than adequate.  Bed comfortable. Lovely views across st helier town and far reaching sea views. Nice bathroom, the only small criticism are the sink taps! Badly designed and almost  impossible to turn off with slippery wet hands!  The hotel is clean and well kept, but slightly dated.  1980's throw back on the colours in the corridors, but I am being picky ! The reason myself and my husband have  returned to this hotel on many occasions is the spa.  The treatments are fabulous, the pool area is a lovely size - no fighting for loungers, which is lovely if you want to spend the day chilling  reading, sleeping, relaxing. The sun was shining when we were there so we stayed outside sunbathing all day, again plenty of loungers to choose…",4
"Our second stay  here. Our front facing room was a little small but very clean and recently decorated, modern decor with a flat screen tv. WIfI although not important to us was fine.  Food was excellent. The Orangery was light and airy for breakfast which was plentiful and constantly refilled. We had several  meals in Garden View Restaurant which were very good with a reasonable choice and not overly expensive.  Finally, without exception the staff were friendly, understanding and always willing to help. We would certainly stay here again.",5
"I booked 6 rooms for this hotel for a friends surprise birthday weekend, everone in the group loved the hotel and location, check in took less than 5 mins all staff very helpful rooms were great and breakfast bus buffet style but you can always order egges how you prefer. Town is a 10 minute walk, spent Saturday morning around the harbour which is lovely and went along to St Albans next town along the coast in afternoon lovely village with a few great pubs and restuarants on sea front to sit outside. lovely fishing town. Taxi's are very reasonable and very helpful, im sure we will all be returning.",5
"A good experience. Nice room overlooking St Helier, good wi-fi which worked well. Lovely garden with terrace, bar etc and great spa and pool. Staff friendly and welcoming. One slight downer was the patchy service in the (quite pricey) Garden View Restaurant. Eat there 4 times, twice it was very good and twice the service was slow. (45 minute wait for main course) but we were given free drinks to compensate. Many other good (and reasonably priced) eating places 10 minute walk into town. Overall well done, would stay again.",4
"Arrived on a long weekend break. Friendly helpful and attentive staff, very enjoyable stay, made to feel welcome  Great facilities spacious surroundings. Short walk to the town centre or take the courtesy bus with a choice of two drop off points to position you where you need to be.   Definitely will return, thank you Hotel de France",5
"Recommend to others Enjoyed staying there Definitely would stay again The spa is perfect, especially the massage The jacuzzi water could of beeen a bit warmer The food at the restaurant was very good and fulfilling  ",5
"Stayed for 4 nights for a family get together. Imposing frontage, beautiful lawns and very welcoming terrace with outside bar and service.It is a 10 -15 minute walk to town but the hotel does shuttle buses. our room ( executive room )  was nice and spacious but had no mini bar.Bathroom was spacious. the hotel has a brasserie and formal dining restaurant. The lounge with bar is welcoming and not overly pricey. Breakfast room ( comprehensive choice ) is light and airy and the service is 1st class. You are quickly showed to your table and dirty dishs are removed promptly. The thing is like about this hotel is the service....everyone made you feel welcome with a smile on their face and wih excellent assistance as well. A small outside pool would be nice, but the spa and facilities…",5
"Stayed here for two nights with my family and enjoyed my stay here. The room was adequate and up to standard. We had a bathroom however when we ran a bath the water came out quite slow! Not a problem though.  The beds were so comfortable I've never stayed in a hotel with beds as comfortable as these!   We had bed and breakfast and there was a wide selection for breakfast ranging from croissants and cereal to fruit to a full English breakfast which was very well made.   The location was good however it is a steep walk up a hill to get back to the hotel - a short walk but if you are old it could be a bit tiring.  The hotel staff were all very nice and answered any questions we had and helped us very quickly - they provided us with an ironing board and iron when needed, and very…",4
"Lovely hotel,  friendly staff and food excellent,  we ate in all the restaurants in the hotel,  my only complaint was a  small fridge in the room would of been good. Also if you are not fit it is a climb up to the hotel if you are walking. A very enjoyable return visit to Jersey though",4
"Pool and garden and especially car parking big pluses for this charming hotel in St Helier. Only negative feature was the decor in the Orangery dining room seemed a little dated. One minor criticism, pieces of fruit in salad too big. ",4
Super hotel with an old fashioned charm mixed with a more modern spa. Immaculately clean throughout. Great food and friendly attentive staff. Loved every minute. My only wish would be air conditioning in the rooms; there was a standalone unit but these do not work as efficiently as integral systems and the rooms did get very hot - we were there in the 35 degree heat (I'm not complaining though - it was simply glorious by the pool and the gardens!!). We've stayed here twice now and will definitely be back. ,5
"We stayed for a week at hotel de France and the staff were all so kind, helpful and accommodating. It's a fair walk into town but 3 of the islands buses stop outside. If you want to head West you need to head into town first. The spa was the absolute highlight, might be worth booking in advance at busy times as we almost couldn't get in for treatments which would have been really disappointing.  Loved all of the restaurants,  saffrons is more pricey but we'll worth it. Would highly recommend to others who are happy to walk or spend money on bus/taxis. There is a shuttle bus to town but it wasn't really explained to us by reception staff so we caught on very late to this.",4
"The hotel has everything, its smart, has friendly staff, delicious food, fabulous spa with lovely treatments, pretty gardens. daily shuttle to St.Helier. not too far from town.  The best part of my break is the treatments, they have helped my health,with relieving stress and relaxing.  lovely ",5
We had 2 adjacent rooms to accommodate our family of 4 (2 adults & 2 teenagers) and both rooms were of an adequate size and clean and in good condition.  One of the hairdryers was slightly damaged and a kettle had to be replaced as it leaked but this was done without fuss. Slightly surprised that there wasn't a fridge but there was a room safe.  The rooms were a bit cold - we were there in a cool week in August and the heating was off but fans were available if the weather had warmed up. We were relieved that we had only booked B&B as the menu in the Garden Room restaurant seemed to be fixed for the season and was quite limited and despite checking when booking the evening restaurant staff were not particularly helpful with food allergies and there was very little that was…,4
We had a weeks stay in a Junior Suite  and  our daughter stayed in a single room .The suite had a great view over the top of the town to the sea and the comfort of having a comfortable seating area made the extra price worth paying.  The decor was a bit dated but furnishings were in excellent condition and room kept spotless throughout our stay.  The bed was a sleigh bed so very low and we found it not very comfortable but that is our taste so others may find it ok.  The single room was also great it looked like it had been recently decorated in more modern colours than the suite and nice runner on bed etc.  My daughter said the bed was extremely comfortable. The hotel staff were always friendly and although we didn't eat much at the hotel what we had in the garden restaurant…,4
There was no air conditioning in our room and the bathroom extractor fan was poor which meant a sweaty experience! Other than that a very nice hotel with all the staff being very helpful and pleasant. ,5
"Everything about our stay here was fabulous , Saffron restaurant , Lounge bar, Terrace bar, gardens are emaculate, the pools are great, rooms , bathroom good, only thing not 10 is the buffet breakfast, but that is me , I don't like them sorry",5
Good alround hotel spa and pool good breakfast was a bit slapdash it would have been nice to have toast served to you with your drinks rather than toast it your self. Restaurants were good and staff excellent.,4
"I have been coming back to this hotel for many years. I was welcomed back by all the staff who know me. I had a single room which was huge & not long been done up room 401. It doesn't have a view which didn't bother me. Lovely smellies, tea/coffee,fan, much cooler on this side of the hotel. Bed very comfy tv & safe in the room. Breakfast was excellent with many juices to choose from, cereals,pastries, fruit, bread, toast diff jams, cold or hot as a choice of eggs how you like them cooked, got mine right!!!! Staff for breakfast gave you a warm welcome. Plenty of tea/coffee to your table.I had tea in the coffee shop which is now called ""Garden view"", menu was excellent & a few night BBQ on the terrace after 6.30pm.Saffron is an excellent place to eat, but didn't try it this time.…",5
"Everything first class. Would not hesitate to recommend and will definitely return. Every member of staff from management to house keeping excellent. Facilities brilliant and food first class. Close to town centre and free shuttle bus daily. Plenty of information regarding what's on, and what to do.",5
"If your looking for a place with a pool this is where you should go. It has a full sauna, great gym and of course a stunning indoor pool. Staff very friendly, rooms good especially the refurbished ones. Location is alright with a short 10-15 min walk to the coast.",5
Stayed with a friend in twin room-clean and roomy-no air conditioning so used fan all night.Breakfast very good and food to suit all tastes.Had meal in garden restaurant-attentive staff but some dishes a bit small for price.Quite a walk into town -St Helier quite built up -I suppose I expected post war Jersey !!!War tunnels an experience! island tour by bus good value for money -£20.Nice to go to top of the island we strayed from the tour and ate in pub overlooking the bay -lovely food as cafe was self service.Staff very attentive and informative at the hotel on arrival and departure.,4
"Using the hotel as our base, we spent 5 days travelling around Jersey. The hotel is large and comfortable and our room was spotless. We ate a substantial breakfast each day from a self service buffet and we also dined several times in the Garden Restaurant and on one occasion in Saffron, their Indian restaurant. All our meals were very good. Service is excellent throughout. The hotel is a fifteen minute walk to St Helier centre. We would return!",4
"Hotel staff were all nationalities and made for a very efficiently run hotel, as you would expect from a larger hotel.  No real atmosphere as such, having said that all staff were really friendly Our room 147 was small. The bed was a double and although my partner and myself are not big people we found it very small. The room had no air con and we left the window open. This only helps slightly on the hot days, however had to shut the window around 3am as the seagulls woke us with unrelenting squaking!  We had a view of the roof of the dining room!  Not sure if we picked a low grade room, but didn't think so  The spa and pool area was amazing. I had 2 by treatments and their treatment area was ne of the best I have seen. Pool, sauna, steam area is also excellent. Gym facilities…",4
"Have been many times and I love the place.   Excellent hotel pool. Good food.   My very minor adverse comment is that they could do with conditioner and hair straightener for use in pool changing rooms, but definitely not a reason not to stay! ",5
"Maybe give a little more of an extensive menu in the garden restaurant for those who don't like Indian food. We had a great time the pool and spa facilities were amazing, the staff were really helpful and friendly and the shuttle bus was a great idea.",5
"This hotel is superb, so clean throughout, staff fabulous, helpful and friendly, Food could not be faulted. Our room was wonderful with a view over St Helier. A bit of a walk to the town and bus station but manageable or a minibus service available. Overall I cannot express how much we enjoyed our stay, didn't want to go home after the week.",5
"Hotel de France is perfectly situated to discover the island of Jersey. A beautiful garden with lovely flowers invites to rest or read in the sun or under a parasol at the sun lawn. You will find a large indoor swimming pool with sauna, private spa and health club. Shopping and good restaurants in St. Hellier are on the doorstep in walking distance.  ",5
"Lovely food and drink. Guest areas spacious, but bedroom was pretty standard and ordinary considering how the actual hotel looked very impressive externally. No air conditioning just a standard fan. Room was clean though.",3
"An old style hotel occupying a very large building which must be a nightmare for the owners to maintain! Whilst there are shortcomings, all the staff I encountered were excellent adding value to the offer. Breakfast was ok but could be a little more professional i.e. availability of porridge (slow to come) and a colleague wanted a fried egg had to wait over ten minutes! Very slow running lifts!",4
"Although informing the hotel in a note to them made when I booked and prepaid , on arrival they informed us there was only one standard double room left, room 148 was tiny about 16ft square including the bathroom, over crowded with 2 armchairs one placed at the bottom of the bed and the other to the side, there was no room to walk around the bed and no room for any luggage, the bed is old and sags, the sheets were similar old. The bathroom very dated small, stand alone sink on which the glasses were placed with the soaps on the top as there was no other place to put them, the mirror above is loosing its mirror ring and to the side is one small narrow glass shelf, which once you had the toiletries left room just about left room for my wife's make up bag only!  Dirty and old…",1
"Simply a must place to stay on a beautiful island. Weather was great. Staff were extremely friendly. Food was very good and not overpriced. The spa area was very relaxing. My first trip to Jersey,  don't think it will be my last and will definitely stay at the Hotel de France on my return",4
My wife and I had a Spa room above the leisure facilities. Excellent size and well appointed. Balcony could have had more comfortable furniture but it was functional. Breakfast in the Garden Room was VG. Food at dinner (only dined once) was VG but service dreadfully slow. All in all the best hotel we have stayed in on the island.,5
We came here in 2015 and decided to come back again.   Rooms excellent and the Spa and pool facilities are perfect.  The garden and patio area are great for sunbathing too.  Staff are very attentive and helpful.  Well recommended.  Will visit again.,5
"Hotel de France is situated on a hill a short walk from the centre of St Helier. We had an executive room, which was spacious and well-furnished with a spa bath and an enormous and very comfortable bed. The rate included reliable wifi access, plenty of free covered parking, access to the hotel's spa and a plentiful breakfast. The spa, with its swimming pool, sauna and steam room, massage pool, plunge pool, hot pool  and sunbathing area, made for a great start to the day. Staff were unfailingly welcoming and professional. Overall, we were really quite impressed with this hotel and would definitely stay there again. Highly recommended!",5
"We had the spa room with balcony. Very spacious with high ceiling. There is however a premium for this room and I am not too sure whether that premium is worth the extra over (say) the standard room (going by the photos). Extremely attentive staff.  Substantial choices for breakfast. Very quick to freshen up what was on offer. Gardens lovely with direct access to warm pool. However, there are steep steps from the main road up to the hotel entrance and it may be that some guests with infirmities would struggle up to the entrance. Although there is a courtesy bus to the town centre, it is only a 10/15 minute walk.",5
We were here for weekend away with friends. Thoroughly enjoyed jersey. Hotel was clean well maintained though a little dated but are apparently being done up bit by bit. Grand looking building. Spa looked gorgeous though I didn't get time to use it. Staff were attentive. Breakfast was good with plenty of choice. This room is very dated and needs some attention. Still recommend this hotel. ,4
